title,wiki_page,category,has_female_protagonist,evidence_type,evidence_sentence
Castlevania: Order of Shadows,https://en.wikipedia.org/wiki/Castlevania%3A_Order_of_Shadows,Castlevania spinoff games,False,,
Castlevania: The Arcade,https://en.wikipedia.org/wiki/Castlevania%3A_The_Arcade,Castlevania spinoff games,False,,
Kid Dracula (1993 video game),https://en.wikipedia.org/wiki/Kid_Dracula_%281993_video_game%29,Castlevania spinoff games,False,,
Clock Tower (series),https://en.wikipedia.org/wiki/Clock_Tower_%28series%29,Clock Tower (series),False,,
Clock Tower II: The Struggle Within,https://en.wikipedia.org/wiki/Clock_Tower_II%3A_The_Struggle_Within,Clock Tower (series),False,,
Clock Tower 3,https://en.wikipedia.org/wiki/Clock_Tower_3,Clock Tower (series); Video games about ghosts; Psychological horror games,True,control+female_term,clock tower 3 is a survival horror game played from a fixed third-person camera perspective in which players control 14-year-old school girl alyssa hamilton
Clock Tower: Rewind,https://en.wikipedia.org/wiki/Clock_Tower%3A_Rewind,Clock Tower (series),False,,
NightCry,https://en.wikipedia.org/wiki/NightCry,Clock Tower (series),True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Scissorman,https://en.wikipedia.org/wiki/Scissorman,Horror video game characters; Clock Tower (series),False,,
Jennifer Simpson (Clock Tower),https://en.wikipedia.org/wiki/Jennifer_Simpson_%28Clock_Tower%29,Horror video game characters; Clock Tower (series),True,protagonist+she,"she first appears as the protagonist of the 1995 clock tower , and later appeared in the sequel clock tower on the playstation , where she was co-protagonist with the character helen maxwell"
Abandon Ship (video game),https://en.wikipedia.org/wiki/Abandon_Ship_%28video_game%29,Cthulhu Mythos video games,False,,
Achtung! Cthulhu Tactics,https://en.wikipedia.org/wiki/Achtung%21_Cthulhu_Tactics,Cthulhu Mythos video games,False,,
Arkham Horror: Mother's Embrace,https://en.wikipedia.org/wiki/Arkham_Horror%3A_Mother%27s_Embrace,Cthulhu Mythos video games,False,,
Call of Cthulhu: The Wasted Land,https://en.wikipedia.org/wiki/Call_of_Cthulhu%3A_The_Wasted_Land,Cthulhu Mythos video games,False,,
Call of the Sea,https://en.wikipedia.org/wiki/Call_of_the_Sea,Cthulhu Mythos video games,False,,
Cthulhu Saves the World,https://en.wikipedia.org/wiki/Cthulhu_Saves_the_World,Cthulhu Mythos video games,False,,
Darkest Dungeon,https://en.wikipedia.org/wiki/Darkest_Dungeon,Cthulhu Mythos video games; Gothic video games; Dark fantasy role-playing video games,False,,
Darkest Dungeon II,https://en.wikipedia.org/wiki/Darkest_Dungeon_II,Cthulhu Mythos video games; Gothic video games; Dark fantasy role-playing video games,False,,
Demonbane,https://en.wikipedia.org/wiki/Demonbane,Cthulhu Mythos video games; Video games based on The Shadow over Innsmouth,False,,
El Viento,https://en.wikipedia.org/wiki/El_Viento,Cthulhu Mythos video games,False,,
Eldritch (video game),https://en.wikipedia.org/wiki/Eldritch_%28video_game%29,Cthulhu Mythos video games,False,,
Forgive Me Father,https://en.wikipedia.org/wiki/Forgive_Me_Father,Cthulhu Mythos video games,False,,
The Hound of Shadow,https://en.wikipedia.org/wiki/The_Hound_of_Shadow,Cthulhu Mythos video games,False,,
The Lost Child (video game),https://en.wikipedia.org/wiki/The_Lost_Child_%28video_game%29,Cthulhu Mythos video games,False,,
Lovecraft's Untold Stories,https://en.wikipedia.org/wiki/Lovecraft%27s_Untold_Stories,Cthulhu Mythos video games,False,,
Magicka,https://en.wikipedia.org/wiki/Magicka,Cthulhu Mythos video games,False,,
Magrunner: Dark Pulse,https://en.wikipedia.org/wiki/Magrunner%3A_Dark_Pulse,Cthulhu Mythos video games,False,,
Prisoner of Ice,https://en.wikipedia.org/wiki/Prisoner_of_Ice,Cthulhu Mythos video games,False,,
Sherlock Holmes: The Awakened,https://en.wikipedia.org/wiki/Sherlock_Holmes%3A_The_Awakened,Cthulhu Mythos video games,False,,
Sherlock Holmes: The Awakened (2023 video game),https://en.wikipedia.org/wiki/Sherlock_Holmes%3A_The_Awakened_%282023_video_game%29,Cthulhu Mythos video games,False,,
The Sinking City,https://en.wikipedia.org/wiki/The_Sinking_City,Survival horror video games; Cthulhu Mythos video games; Psychological horror games,False,,
Smite (video game),https://en.wikipedia.org/wiki/Smite_%28video_game%29,Cthulhu Mythos video games,False,,
Stygian: Reign of the Old Ones,https://en.wikipedia.org/wiki/Stygian%3A_Reign_of_the_Old_Ones,Cthulhu Mythos video games,False,,
Tesla vs Lovecraft,https://en.wikipedia.org/wiki/Tesla_vs_Lovecraft,Cthulhu Mythos video games,False,,
Anor Londo,https://en.wikipedia.org/wiki/Anor_Londo,Dark Souls,False,,
Blighttown,https://en.wikipedia.org/wiki/Blighttown,Dark Souls,False,,
Bonfire (Dark Souls),https://en.wikipedia.org/wiki/Bonfire_%28Dark_Souls%29,Dark Souls,False,,
Dark Souls,https://en.wikipedia.org/wiki/Dark_Souls,Dark Souls,False,,
Dark Souls (video game),https://en.wikipedia.org/wiki/Dark_Souls_%28video_game%29,Dark Souls,False,,
Dark Souls II,https://en.wikipedia.org/wiki/Dark_Souls_II,Dark Souls,True,protagonist+she,she asks the protagonist to slay the king
Dark Souls II: The Lost Crowns,https://en.wikipedia.org/wiki/Dark_Souls_II%3A_The_Lost_Crowns,Dark Souls,False,,
Dark Souls III,https://en.wikipedia.org/wiki/Dark_Souls_III,Dark Souls,False,,
Dark Souls III: The Ringed City,https://en.wikipedia.org/wiki/Dark_Souls_III%3A_The_Ringed_City,Dark Souls,False,,
Dark Souls: The Board Game,https://en.wikipedia.org/wiki/Dark_Souls%3A_The_Board_Game,Dark Souls,False,,
Dark Souls: Artorias of the Abyss,https://en.wikipedia.org/wiki/Dark_Souls%3A_Artorias_of_the_Abyss,Dark Souls,False,,
Slashy Souls,https://en.wikipedia.org/wiki/Slashy_Souls,Dark Souls,False,,
Soulslike,https://en.wikipedia.org/wiki/Soulslike,Dark Souls,False,,
Patches (character),https://en.wikipedia.org/wiki/Patches_%28character%29,Dark Souls characters,False,,
Sif (Dark Souls),https://en.wikipedia.org/wiki/Sif_%28Dark_Souls%29,Dark Souls characters,False,,
Solaire of Astora,https://en.wikipedia.org/wiki/Solaire_of_Astora,Dark Souls characters,False,,
Artorias of the Abyss,https://en.wikipedia.org/wiki/Artorias_of_the_Abyss,Dark Souls character redirects to lists,False,,
Dragon Slayer Ornstein,https://en.wikipedia.org/wiki/Dragon_Slayer_Ornstein,Dark Souls character redirects to lists,False,,
Executioner Smough,https://en.wikipedia.org/wiki/Executioner_Smough,Dark Souls character redirects to lists,False,,
Ornstein and Smough,https://en.wikipedia.org/wiki/Ornstein_and_Smough,Dark Souls character redirects to lists,False,,
Smough,https://en.wikipedia.org/wiki/Smough,Dark Souls character redirects to lists,False,,
Drangleic,https://en.wikipedia.org/wiki/Drangleic,Dark Souls location redirects,True,protagonist+she,she asks the protagonist to slay the king
Eleum Loyce,https://en.wikipedia.org/wiki/Eleum_Loyce,Dark Souls location redirects,False,,
Lothric,https://en.wikipedia.org/wiki/Lothric,Dark Souls location redirects,False,,
Northern Undead Asylum,https://en.wikipedia.org/wiki/Northern_Undead_Asylum,Dark Souls location redirects,False,,
Painted World of Ariandel,https://en.wikipedia.org/wiki/Painted_World_of_Ariandel,Dark Souls location redirects,False,,
Darkstalkers Chronicle: The Chaos Tower,https://en.wikipedia.org/wiki/Darkstalkers_Chronicle%3A_The_Chaos_Tower,Darkstalkers video games,False,,
Darkstalkers Resurrection,https://en.wikipedia.org/wiki/Darkstalkers_Resurrection,Darkstalkers video games,False,,
Darkstalkers: The Night Warriors,https://en.wikipedia.org/wiki/Darkstalkers%3A_The_Night_Warriors,Darkstalkers video games,False,,
Night Warriors: Darkstalkers' Revenge,https://en.wikipedia.org/wiki/Night_Warriors%3A_Darkstalkers%27_Revenge,Darkstalkers video games,False,,
Vampire Savior,https://en.wikipedia.org/wiki/Vampire_Savior,Darkstalkers video games,False,,
Cross Days,https://en.wikipedia.org/wiki/Cross_Days,Days series,False,,
Island Days,https://en.wikipedia.org/wiki/Island_Days,Days series,False,,
School Days (video game),https://en.wikipedia.org/wiki/School_Days_%28video_game%29,Days series,False,,
List of School Days characters,https://en.wikipedia.org/wiki/List_of_School_Days_characters,Days series,False,,
List of School Days episodes,https://en.wikipedia.org/wiki/List_of_School_Days_episodes,Days series,False,,
Summer Days,https://en.wikipedia.org/wiki/Summer_Days,Days series,False,,
Dead Rising (video game),https://en.wikipedia.org/wiki/Dead_Rising_%28video_game%29,Dead Rising; Video games about zombies,False,,
Dead Rising 2,https://en.wikipedia.org/wiki/Dead_Rising_2,Dead Rising; Video games about zombies,False,,
Dead Rising 2: Off the Record,https://en.wikipedia.org/wiki/Dead_Rising_2%3A_Off_the_Record,Dead Rising; Video games about zombies,False,,
Dead Rising 3,https://en.wikipedia.org/wiki/Dead_Rising_3,Dead Rising; Video games about zombies,False,,
Dead Rising 4,https://en.wikipedia.org/wiki/Dead_Rising_4,Dead Rising; Video games about zombies,False,,
Dead Rising Deluxe Remaster,https://en.wikipedia.org/wiki/Dead_Rising_Deluxe_Remaster,Dead Rising,False,,
Dead Rising: Chop Till You Drop,https://en.wikipedia.org/wiki/Dead_Rising%3A_Chop_Till_You_Drop,Dead Rising; Video games about zombies,False,,
Dead Rising: Endgame,https://en.wikipedia.org/wiki/Dead_Rising%3A_Endgame,Dead Rising,False,,
Dead Rising: Watchtower,https://en.wikipedia.org/wiki/Dead_Rising%3A_Watchtower,Dead Rising,False,,
Servbot,https://en.wikipedia.org/wiki/Servbot,Dead Rising,False,,
Frank West (Dead Rising),https://en.wikipedia.org/wiki/Frank_West_%28Dead_Rising%29,Dead Rising,False,,
Dead Space (mobile game),https://en.wikipedia.org/wiki/Dead_Space_%28mobile_game%29,Dead Space games,False,,
Dead Space Ignition,https://en.wikipedia.org/wiki/Dead_Space_Ignition,Dead Space games,False,,
Dead Space: Extraction,https://en.wikipedia.org/wiki/Dead_Space%3A_Extraction,Dead Space games; Video games about zombies,False,,
Doom (1993 video game),https://en.wikipedia.org/wiki/Doom_%281993_video_game%29,Doom (franchise) games; Video games about demons,False,,
Doom (2016 video game),https://en.wikipedia.org/wiki/Doom_%282016_video_game%29,Doom (franchise) games; Video games about demons,False,,
Doom: The Dark Ages,https://en.wikipedia.org/wiki/Doom%3A_The_Dark_Ages,Doom (franchise) games; Video games about demons; Dark fantasy video games,False,,
Master Levels for Doom II,https://en.wikipedia.org/wiki/Master_Levels_for_Doom_II,Doom (franchise) games,False,,
Mighty Doom,https://en.wikipedia.org/wiki/Mighty_Doom,Doom (franchise) games,False,,
Fallout (video game),https://en.wikipedia.org/wiki/Fallout_%28video_game%29,Fallout (franchise) video games,False,,
Fallout 2,https://en.wikipedia.org/wiki/Fallout_2,Fallout (franchise) video games,False,,
Fallout 3,https://en.wikipedia.org/wiki/Fallout_3,Fallout (franchise) video games,False,,
Fallout 3 downloadable content,https://en.wikipedia.org/wiki/Fallout_3_downloadable_content,Fallout (franchise) video games,False,,
Fallout 4,https://en.wikipedia.org/wiki/Fallout_4,Video games about cannibalism; Fallout (franchise) video games,False,,
Fallout 4 downloadable content,https://en.wikipedia.org/wiki/Fallout_4_downloadable_content,Fallout (franchise) video games,False,,
Fallout 4: Far Harbor,https://en.wikipedia.org/wiki/Fallout_4%3A_Far_Harbor,Fallout (franchise) video games,True,control+female_term,"in the expansion, the player character is hired as a private investigator to search for a missing girl in the isolated seaside community of far harbor"
Fallout 4: Nuka-World,https://en.wikipedia.org/wiki/Fallout_4%3A_Nuka-World,Fallout (franchise) video games,False,,
Fallout 76,https://en.wikipedia.org/wiki/Fallout_76,Fallout (franchise) video games,False,,
Fallout Extreme,https://en.wikipedia.org/wiki/Fallout_Extreme,Fallout (franchise) video games,False,,
Fallout Online,https://en.wikipedia.org/wiki/Fallout_Online,Fallout (franchise) video games,False,,
Fallout Shelter,https://en.wikipedia.org/wiki/Fallout_Shelter,Fallout (franchise) video games,False,,
Fallout Tactics: Brotherhood of Steel,https://en.wikipedia.org/wiki/Fallout_Tactics%3A_Brotherhood_of_Steel,Fallout (franchise) video games,False,,
Fallout: Brotherhood of Steel,https://en.wikipedia.org/wiki/Fallout%3A_Brotherhood_of_Steel,Fallout (franchise) video games,False,,
Fallout: New Vegas,https://en.wikipedia.org/wiki/Fallout%3A_New_Vegas,Video games about cannibalism; Fallout (franchise) video games,False,,
Van Buren (video game),https://en.wikipedia.org/wiki/Van_Buren_%28video_game%29,Fallout (franchise) video games,False,,
F.E.A.R.,https://en.wikipedia.org/wiki/F.E.A.R.,F.E.A.R. (video game series),False,,
List of Five Nights at Freddy's media,https://en.wikipedia.org/wiki/List_of_Five_Nights_at_Freddy%27s_media,Five Nights at Freddy's video games,False,,
Freddy in Space 2,https://en.wikipedia.org/wiki/Freddy_in_Space_2,Five Nights at Freddy's video games,False,,
Security Breach: Fury's Rage,https://en.wikipedia.org/wiki/Security_Breach%3A_Fury%27s_Rage,Five Nights at Freddy's video games,False,,
FNaF World,https://en.wikipedia.org/wiki/FNaF_World,Five Nights at Freddy's video games,False,,
Friday the 13th: Killer Puzzle,https://en.wikipedia.org/wiki/Friday_the_13th%3A_Killer_Puzzle,Friday the 13th (franchise) video games,False,,
List of Haunted PS1 games,https://en.wikipedia.org/wiki/List_of_Haunted_PS1_games,Haunted PS1 games,False,,
Chasing Static,https://en.wikipedia.org/wiki/Chasing_Static,Haunted PS1 games,False,,
Dread Delusion,https://en.wikipedia.org/wiki/Dread_Delusion,Haunted PS1 games,False,,
Fatum Betula,https://en.wikipedia.org/wiki/Fatum_Betula,Haunted PS1 games,False,,
Heartworm (video game),https://en.wikipedia.org/wiki/Heartworm_%28video_game%29,Survival horror video games; Haunted PS1 games; Psychological horror games,False,,
Janitor Bleeds,https://en.wikipedia.org/wiki/Janitor_Bleeds,Haunted PS1 games,False,,
Ode to a Moon,https://en.wikipedia.org/wiki/Ode_to_a_Moon,Haunted PS1 games,False,,
Orange County (video game),https://en.wikipedia.org/wiki/Orange_County_%28video_game%29,Haunted PS1 games,False,,
Sauna2000,https://en.wikipedia.org/wiki/Sauna2000,Haunted PS1 games,False,,
Toree 3D,https://en.wikipedia.org/wiki/Toree_3D,Haunted PS1 games,False,,
Hellboy Web of Wyrd,https://en.wikipedia.org/wiki/Hellboy_Web_of_Wyrd,Video games based on Hellboy; Video games about demons,False,,
