title,wiki_page,category,has_female_protagonist,evidence_type,evidence_sentence
Call of Duty: World at War,https://en.wikipedia.org/wiki/Call_of_Duty%3A_World_at_War,Video games about zombies,False,,
Call of Duty: World at War – Zombies,https://en.wikipedia.org/wiki/Call_of_Duty%3A_World_at_War_%E2%80%93_Zombies,Video games about zombies,False,,
Call of Duty: WWII,https://en.wikipedia.org/wiki/Call_of_Duty%3A_WWII,Video games about zombies,False,,
Carmageddon,https://en.wikipedia.org/wiki/Carmageddon,Video games about zombies,False,,
CarnEvil,https://en.wikipedia.org/wiki/CarnEvil,Video games about zombies,False,,
City of the Dead (video game),https://en.wikipedia.org/wiki/City_of_the_Dead_%28video_game%29,Video games about zombies,False,,
Corpse Craft: Incident at Weardd Academy,https://en.wikipedia.org/wiki/Corpse_Craft%3A_Incident_at_Weardd_Academy,Video games about zombies,False,,
Corpse Killer,https://en.wikipedia.org/wiki/Corpse_Killer,Video games about zombies,False,,
Crackdown 2,https://en.wikipedia.org/wiki/Crackdown_2,Video games about zombies,False,,
DayZ (mod),https://en.wikipedia.org/wiki/DayZ_%28mod%29,Video games about zombies,False,,
DayZ (video game),https://en.wikipedia.org/wiki/DayZ_%28video_game%29,Video games about zombies,False,,
Dead Block,https://en.wikipedia.org/wiki/Dead_Block,Video games about zombies,False,,
Dead Cells,https://en.wikipedia.org/wiki/Dead_Cells,Video games about zombies,False,,
Dead Effect,https://en.wikipedia.org/wiki/Dead_Effect,Video games about zombies,False,,
Dead Effect 2,https://en.wikipedia.org/wiki/Dead_Effect_2,Video games about zombies,True,control+female_term,"the player character is set free by a woman identifying herself as danette, who claims to have also been experimented on by dr"
Dead Nation,https://en.wikipedia.org/wiki/Dead_Nation,Video games about zombies,False,,
Dead Rush,https://en.wikipedia.org/wiki/Dead_Rush,Horror video game stubs; Video games about zombies,False,,
Dead State,https://en.wikipedia.org/wiki/Dead_State,Video games about zombies,False,,
Deadman's Cross,https://en.wikipedia.org/wiki/Deadman%27s_Cross,Video games about zombies,False,,
Death Horizon,https://en.wikipedia.org/wiki/Death_Horizon,Video games about zombies,False,,
Death Horizon: Reloaded,https://en.wikipedia.org/wiki/Death_Horizon%3A_Reloaded,Video games about zombies,False,,
Death Road to Canada,https://en.wikipedia.org/wiki/Death_Road_to_Canada,Video games about zombies,False,,
Devil's Third,https://en.wikipedia.org/wiki/Devil%27s_Third,Video games about zombies,False,,
Die2Nite,https://en.wikipedia.org/wiki/Die2Nite,Video games about zombies,False,,
The Dishwasher: Dead Samurai,https://en.wikipedia.org/wiki/The_Dishwasher%3A_Dead_Samurai,Video games about zombies,False,,
Double Kick Heroes,https://en.wikipedia.org/wiki/Double_Kick_Heroes,Video games about zombies,False,,
Drake of the 99 Dragons,https://en.wikipedia.org/wiki/Drake_of_the_99_Dragons,Video games about zombies,False,,
The Drowning (video game),https://en.wikipedia.org/wiki/The_Drowning_%28video_game%29,Video games about zombies,False,,
Earn to Die 2,https://en.wikipedia.org/wiki/Earn_to_Die_2,Video games about zombies,False,,
Entombed (Atari 2600),https://en.wikipedia.org/wiki/Entombed_%28Atari_2600%29,Video games about zombies,False,,
Fighting Force 2,https://en.wikipedia.org/wiki/Fighting_Force_2,Video games about zombies,False,,
Flesh Feast (video game),https://en.wikipedia.org/wiki/Flesh_Feast_%28video_game%29,Video games about zombies,False,,
Fort Zombie,https://en.wikipedia.org/wiki/Fort_Zombie,Horror video game stubs; Video games about zombies,False,,
Fortnite: Save the World,https://en.wikipedia.org/wiki/Fortnite%3A_Save_the_World,Fortnite; Video games about zombies,False,,
Ghoul Patrol,https://en.wikipedia.org/wiki/Ghoul_Patrol,Video games about zombies,False,,
Gloom 3,https://en.wikipedia.org/wiki/Gloom_3,Horror video game stubs; Video games about zombies,False,,
Guardian Heroes,https://en.wikipedia.org/wiki/Guardian_Heroes,Video games about zombies,False,,
Half-Life (series),https://en.wikipedia.org/wiki/Half-Life_%28series%29,Video games about zombies,True,control+female_term,"it is a prequel set five years before half-life 2 , where players control freeman's eventual ally alyx vance in her quest to rescue her father from combine forces and uncover their mysterious ""super-weapon"""
Horror Zombies from the Crypt,https://en.wikipedia.org/wiki/Horror_Zombies_from_the_Crypt,Horror video game stubs; Video games about zombies,False,,
How to Survive,https://en.wikipedia.org/wiki/How_to_Survive,Video games about zombies,False,,
Human Element,https://en.wikipedia.org/wiki/Human_Element,Video games about zombies,False,,
I Maed A Gam3 W1th Z0mb1es 1n It!!!1,https://en.wikipedia.org/wiki/I_Maed_A_Gam3_W1th_Z0mb1es_1n_It%21%21%211,Video games about zombies,False,,
Infected (video game),https://en.wikipedia.org/wiki/Infected_%28video_game%29,Video games about zombies,False,,
Jet Force Gemini,https://en.wikipedia.org/wiki/Jet_Force_Gemini,Video games about zombies,False,,
Just Survive,https://en.wikipedia.org/wiki/Just_Survive,Video games about zombies,False,,
Killing Floor (video game),https://en.wikipedia.org/wiki/Killing_Floor_%28video_game%29,Video games about zombies,False,,
Killing Floor 2,https://en.wikipedia.org/wiki/Killing_Floor_2,Video games about zombies,False,,
Killing Floor 3,https://en.wikipedia.org/wiki/Killing_Floor_3,Video games about zombies,False,,
The Last Guy,https://en.wikipedia.org/wiki/The_Last_Guy,Video games about zombies,False,,
The Last Hope: Dead Zone Survival,https://en.wikipedia.org/wiki/The_Last_Hope%3A_Dead_Zone_Survival,Video games about zombies,False,,
Little Red Riding Hood's Zombie BBQ,https://en.wikipedia.org/wiki/Little_Red_Riding_Hood%27s_Zombie_BBQ,Video games about zombies,False,,
Lollipop Chainsaw,https://en.wikipedia.org/wiki/Lollipop_Chainsaw,Video games about zombies,False,,
Metal Gear Survive,https://en.wikipedia.org/wiki/Metal_Gear_Survive,Video games about zombies,False,,
Metal Slug 3,https://en.wikipedia.org/wiki/Metal_Slug_3,Video games about zombies,False,,
Metal Slug 4,https://en.wikipedia.org/wiki/Metal_Slug_4,Video games about zombies,False,,
No More Room in Hell,https://en.wikipedia.org/wiki/No_More_Room_in_Hell,Video games about zombies,False,,
OMG-Z,https://en.wikipedia.org/wiki/OMG-Z,Video games about zombies,False,,
Organ Trail,https://en.wikipedia.org/wiki/Organ_Trail,Video games about zombies,False,,
Overkill's The Walking Dead,https://en.wikipedia.org/wiki/Overkill%27s_The_Walking_Dead,The Walking Dead video games; Video games about zombies,False,,
Plants vs. Zombies,https://en.wikipedia.org/wiki/Plants_vs._Zombies,Plants vs. Zombies; Video games about zombies,False,,
Plants vs. Zombies (video game),https://en.wikipedia.org/wiki/Plants_vs._Zombies_%28video_game%29,Plants vs. Zombies; Video games about zombies,False,,
Plants vs. Zombies 2,https://en.wikipedia.org/wiki/Plants_vs._Zombies_2,Plants vs. Zombies; Video games about zombies,False,,
Plants vs. Zombies: Battle for Neighborville,https://en.wikipedia.org/wiki/Plants_vs._Zombies%3A_Battle_for_Neighborville,Plants vs. Zombies; Video games about zombies,False,,
Plants vs. Zombies: Garden Warfare,https://en.wikipedia.org/wiki/Plants_vs._Zombies%3A_Garden_Warfare,Plants vs. Zombies; Video games about zombies,False,,
Plants vs. Zombies: Garden Warfare 2,https://en.wikipedia.org/wiki/Plants_vs._Zombies%3A_Garden_Warfare_2,Plants vs. Zombies; Video games about zombies,False,,
Plants vs. Zombies 3,https://en.wikipedia.org/wiki/Plants_vs._Zombies_3,Plants vs. Zombies; Video games about zombies,False,,
Plants vs. Zombies Heroes,https://en.wikipedia.org/wiki/Plants_vs._Zombies_Heroes,Plants vs. Zombies; Video games about zombies,False,,
Plants vs. Zombies: Replanted,https://en.wikipedia.org/wiki/Plants_vs._Zombies%3A_Replanted,Plants vs. Zombies; Video games about zombies,False,,
Possession (video game),https://en.wikipedia.org/wiki/Possession_%28video_game%29,Video games about zombies,False,,
Postal 2,https://en.wikipedia.org/wiki/Postal_2,Video games about zombies,False,,
Pro Zombie Soccer,https://en.wikipedia.org/wiki/Pro_Zombie_Soccer,Video games about zombies,False,,
Project Zomboid,https://en.wikipedia.org/wiki/Project_Zomboid,Video games about zombies,False,,
Prototype (video game),https://en.wikipedia.org/wiki/Prototype_%28video_game%29,Video games about zombies,False,,
Prototype 2,https://en.wikipedia.org/wiki/Prototype_2,Video games about zombies,False,,
Ravaged,https://en.wikipedia.org/wiki/Ravaged,Video games about zombies,False,,
Realm of Impossibility,https://en.wikipedia.org/wiki/Realm_of_Impossibility,Video games about zombies,False,,
Resident Evil,https://en.wikipedia.org/wiki/Resident_Evil,Video games about zombies,False,,
Rock of the Dead,https://en.wikipedia.org/wiki/Rock_of_the_Dead,Video games about zombies,False,,
Sailor Zombie,https://en.wikipedia.org/wiki/Sailor_Zombie,Video games about zombies,False,,
School Girl/Zombie Hunter,https://en.wikipedia.org/wiki/School_Girl/Zombie_Hunter,Video games about zombies,False,,
Shadow Man (video game),https://en.wikipedia.org/wiki/Shadow_Man_%28video_game%29,Video games about zombies,False,,
Shattered Haven,https://en.wikipedia.org/wiki/Shattered_Haven,Video games about zombies,False,,
Shellshock 2: Blood Trails,https://en.wikipedia.org/wiki/Shellshock_2%3A_Blood_Trails,Video games about zombies,False,,
The Simpsons: Hit & Run,https://en.wikipedia.org/wiki/The_Simpsons%3A_Hit_%26_Run,Video games about zombies,False,,
The Sims 2: University,https://en.wikipedia.org/wiki/The_Sims_2%3A_University,Video games about zombies,False,,
Snops Attack! Zombie Defense,https://en.wikipedia.org/wiki/Snops_Attack%21_Zombie_Defense,Video games about zombies,False,,
Solarix,https://en.wikipedia.org/wiki/Solarix,Video games about zombies,False,,
Space Pirates and Zombies,https://en.wikipedia.org/wiki/Space_Pirates_and_Zombies,Video games about zombies,False,,
State of Decay (video game),https://en.wikipedia.org/wiki/State_of_Decay_%28video_game%29,Video games about zombies,False,,
State of Decay 2,https://en.wikipedia.org/wiki/State_of_Decay_2,Video games about zombies,False,,
Stubbs the Zombie in Rebel Without a Pulse,https://en.wikipedia.org/wiki/Stubbs_the_Zombie_in_Rebel_Without_a_Pulse,Video games about zombies,False,,
Sundown (video game),https://en.wikipedia.org/wiki/Sundown_%28video_game%29,Video games about zombies,False,,
Sunset Overdrive,https://en.wikipedia.org/wiki/Sunset_Overdrive,Video games about zombies,False,,
Survival Crisis Z,https://en.wikipedia.org/wiki/Survival_Crisis_Z,Video games about zombies,False,,
Teenage Zombies: Invasion of the Alien Brain Thingys!,https://en.wikipedia.org/wiki/Teenage_Zombies%3A_Invasion_of_the_Alien_Brain_Thingys%21,Video games about zombies,False,,
Tenchu: Wrath of Heaven,https://en.wikipedia.org/wiki/Tenchu%3A_Wrath_of_Heaven,Video games about zombies,False,,
They Are Billions,https://en.wikipedia.org/wiki/They_Are_Billions,Video games about zombies,False,,
TimeSplitters (video game),https://en.wikipedia.org/wiki/TimeSplitters_%28video_game%29,Video games about zombies,False,,
TimeSplitters 2,https://en.wikipedia.org/wiki/TimeSplitters_2,Video games about zombies,False,,
UFO: Aftermath,https://en.wikipedia.org/wiki/UFO%3A_Aftermath,Video games about zombies,False,,
Uncharted: Drake's Fortune,https://en.wikipedia.org/wiki/Uncharted%3A_Drake%27s_Fortune,Video games about zombies,False,,
Undawn,https://en.wikipedia.org/wiki/Undawn,Video games about zombies,False,,
Undead Knights,https://en.wikipedia.org/wiki/Undead_Knights,Video games about zombies,False,,
Undead Nightmare,https://en.wikipedia.org/wiki/Undead_Nightmare,Video games about zombies,False,,
Undying (video game),https://en.wikipedia.org/wiki/Undying_%28video_game%29,Video games about zombies,True,control+female_term,"set in a zombie apocalypse, players control a woman who has been bitten by a zombie and must teach her child to survive before she loses her humanity"
Unkilled,https://en.wikipedia.org/wiki/Unkilled,Video games about zombies,False,,
Urban Dead,https://en.wikipedia.org/wiki/Urban_Dead,Video games about zombies,False,,
Wanted: Dead,https://en.wikipedia.org/wiki/Wanted%3A_Dead,Video games about zombies,True,control+female_term,"players control hannah stone, a cyborg who has a life sentence commuted when she agrees to join an elite team that performs high-risk missions for the police"
World End Syndrome,https://en.wikipedia.org/wiki/World_End_Syndrome,Video games about zombies,False,,
World of the Living Dead,https://en.wikipedia.org/wiki/World_of_the_Living_Dead,Video games about zombies,False,,
World War Z (2013 video game),https://en.wikipedia.org/wiki/World_War_Z_%282013_video_game%29,Video games about zombies,False,,
Yaiba: Ninja Gaiden Z,https://en.wikipedia.org/wiki/Yaiba%3A_Ninja_Gaiden_Z,Video games about zombies,False,,
Yakuza: Dead Souls,https://en.wikipedia.org/wiki/Yakuza%3A_Dead_Souls,Video games about zombies,False,,
Z1 Battle Royale,https://en.wikipedia.org/wiki/Z1_Battle_Royale,Video games about zombies,False,,
Zafehouse: Diaries,https://en.wikipedia.org/wiki/Zafehouse%3A_Diaries,Video games about zombies,False,,
Zombie Apocalypse (video game),https://en.wikipedia.org/wiki/Zombie_Apocalypse_%28video_game%29,Video games about zombies,False,,
Zombie Apocalypse: Never Die Alone,https://en.wikipedia.org/wiki/Zombie_Apocalypse%3A_Never_Die_Alone,Horror video game stubs; Video games about zombies,False,,
Zombie Cafe,https://en.wikipedia.org/wiki/Zombie_Cafe,Video games about zombies,False,,
Zombie Driver,https://en.wikipedia.org/wiki/Zombie_Driver,Video games about zombies,False,,
Zombie Gunship,https://en.wikipedia.org/wiki/Zombie_Gunship,Video games about zombies,False,,
Zombie Highway,https://en.wikipedia.org/wiki/Zombie_Highway,Video games about zombies,False,,
Zombie Lane,https://en.wikipedia.org/wiki/Zombie_Lane,Video games about zombies,False,,
Zombie Nation (video game),https://en.wikipedia.org/wiki/Zombie_Nation_%28video_game%29,Video games about zombies,False,,
Zombie Panic in Wonderland,https://en.wikipedia.org/wiki/Zombie_Panic_in_Wonderland,Video games about zombies,False,,
Zombie Panic! Source,https://en.wikipedia.org/wiki/Zombie_Panic%21_Source,Video games about zombies,False,,
Zombie Parkour Runner,https://en.wikipedia.org/wiki/Zombie_Parkour_Runner,Video games about zombies,False,,
Zombie Tsunami,https://en.wikipedia.org/wiki/Zombie_Tsunami,Video games about zombies,False,,
Zombie Tycoon,https://en.wikipedia.org/wiki/Zombie_Tycoon,Video games about zombies,False,,
Zombie Wranglers,https://en.wikipedia.org/wiki/Zombie_Wranglers,Video games about zombies,False,,
Zombie Zombie,https://en.wikipedia.org/wiki/Zombie_Zombie,Video games about zombies,False,,
Zombies (video game),https://en.wikipedia.org/wiki/Zombies_%28video_game%29,Video games about zombies,False,,
"Zombies, Run!",https://en.wikipedia.org/wiki/Zombies%2C_Run%21,Video games about zombies,False,,
Zombotron,https://en.wikipedia.org/wiki/Zombotron,Video games about zombies,False,,
Zoombies: Animales de la Muerte,https://en.wikipedia.org/wiki/Zoombies%3A_Animales_de_la_Muerte,Video games about zombies,False,,
Fortnite,https://en.wikipedia.org/wiki/Fortnite,Fortnite,False,,
Fortnite Battle Royale,https://en.wikipedia.org/wiki/Fortnite_Battle_Royale,Fortnite,False,,
Chug Jug With You,https://en.wikipedia.org/wiki/Chug_Jug_With_You,Fortnite,False,,
Fortnite Creative,https://en.wikipedia.org/wiki/Fortnite_Creative,Fortnite,False,,
Epic Games v. Apple,https://en.wikipedia.org/wiki/Epic_Games_v._Apple,Fortnite,False,,
Epic Games v. Google,https://en.wikipedia.org/wiki/Epic_Games_v._Google,Fortnite,False,,
Floss (dance),https://en.wikipedia.org/wiki/Floss_%28dance%29,Fortnite,False,,
Fortnite Ballistic,https://en.wikipedia.org/wiki/Fortnite_Ballistic,Fortnite,False,,
Fortnite Festival,https://en.wikipedia.org/wiki/Fortnite_Festival,Fortnite,False,,
Fortnite Friday,https://en.wikipedia.org/wiki/Fortnite_Friday,Fortnite,False,,
Fortnite Holocaust Museum,https://en.wikipedia.org/wiki/Fortnite_Holocaust_Museum,Fortnite,False,,
Fortnite Marshmello concert,https://en.wikipedia.org/wiki/Fortnite_Marshmello_concert,Fortnite,False,,
Fortnite Monopoly,https://en.wikipedia.org/wiki/Fortnite_Monopoly,Fortnite,False,,
Fortnite seasonal events,https://en.wikipedia.org/wiki/Fortnite_seasonal_events,Fortnite,False,,
Gamefam,https://en.wikipedia.org/wiki/Gamefam,Fortnite,False,,
Lego Fortnite,https://en.wikipedia.org/wiki/Lego_Fortnite,Fortnite,False,,
Marshmello Fortnite Extended Set,https://en.wikipedia.org/wiki/Marshmello_Fortnite_Extended_Set,Fortnite,False,,
Meowscles,https://en.wikipedia.org/wiki/Meowscles,Fortnite,False,,
Donald Mustard,https://en.wikipedia.org/wiki/Donald_Mustard,Fortnite,False,,
Orange Justice,https://en.wikipedia.org/wiki/Orange_Justice,Fortnite,False,,
Peely,https://en.wikipedia.org/wiki/Peely,Fortnite,False,,
Raven Team Leader,https://en.wikipedia.org/wiki/Raven_Team_Leader,Fortnite,False,,
Rift Tour,https://en.wikipedia.org/wiki/Rift_Tour,Fortnite,False,,
Rocket Racing,https://en.wikipedia.org/wiki/Rocket_Racing,Fortnite,False,,
Tilted Towers,https://en.wikipedia.org/wiki/Tilted_Towers,Fortnite,False,,
Unreal Editor for Fortnite,https://en.wikipedia.org/wiki/Unreal_Editor_for_Fortnite,Fortnite,False,,
YouTube Rewind 2018: Everyone Controls Rewind,https://en.wikipedia.org/wiki/YouTube_Rewind_2018%3A_Everyone_Controls_Rewind,Fortnite,False,,
2024 Esports World Cup,https://en.wikipedia.org/wiki/2024_Esports_World_Cup,Fortnite competitions,False,,
2024 Esports World Cup – Featuring Fortnite,https://en.wikipedia.org/wiki/2024_Esports_World_Cup_%E2%80%93_Featuring_Fortnite,Fortnite competitions,False,,
Fortnite Championship Series,https://en.wikipedia.org/wiki/Fortnite_Championship_Series,Fortnite competitions,False,,
Fortnite World Cup,https://en.wikipedia.org/wiki/Fortnite_World_Cup,Fortnite competitions,False,,
Clix (gamer),https://en.wikipedia.org/wiki/Clix_%28gamer%29,Fortnite players,False,,
Dakotaz,https://en.wikipedia.org/wiki/Dakotaz,Fortnite players,False,,
DrLupo,https://en.wikipedia.org/wiki/DrLupo,Fortnite players,False,,
ImperialHal,https://en.wikipedia.org/wiki/ImperialHal,Fortnite players,False,,
List of highest-earning Fortnite players,https://en.wikipedia.org/wiki/List_of_highest-earning_Fortnite_players,Fortnite players,False,,
MarkiLokuras,https://en.wikipedia.org/wiki/MarkiLokuras,Fortnite players,False,,
MrSavage,https://en.wikipedia.org/wiki/MrSavage,Fortnite players,False,,
Myth (gamer),https://en.wikipedia.org/wiki/Myth_%28gamer%29,Fortnite players,False,,
Nick Eh 30,https://en.wikipedia.org/wiki/Nick_Eh_30,Fortnite players,False,,
Nickmercs,https://en.wikipedia.org/wiki/Nickmercs,Fortnite players,False,,
Ninja (gamer),https://en.wikipedia.org/wiki/Ninja_%28gamer%29,Fortnite players,False,,
Tfue,https://en.wikipedia.org/wiki/Tfue,Fortnite players,False,,
Typical Gamer,https://en.wikipedia.org/wiki/Typical_Gamer,Fortnite players,False,,
Bugha (gamer),https://en.wikipedia.org/wiki/Bugha_%28gamer%29,Fortnite Championship Series winners,False,,
List of Fortnite Championship Series winners,https://en.wikipedia.org/wiki/List_of_Fortnite_Championship_Series_winners,Fortnite Championship Series winners,False,,
Mongraal,https://en.wikipedia.org/wiki/Mongraal,Fortnite Championship Series winners,False,,
Peterbot,https://en.wikipedia.org/wiki/Peterbot,Fortnite Championship Series winners,False,,
Pollo (gamer),https://en.wikipedia.org/wiki/Pollo_%28gamer%29,Fortnite Championship Series winners,False,,
Guild Esports,https://en.wikipedia.org/wiki/Guild_Esports,Fortnite teams,False,,
Reignite,https://en.wikipedia.org/wiki/Reignite,Fortnite teams,False,,
Sentinels (esports),https://en.wikipedia.org/wiki/Sentinels_%28esports%29,Fortnite teams,False,,
U.S. Army Esports,https://en.wikipedia.org/wiki/U.S._Army_Esports,Fortnite teams,False,,
XSET,https://en.wikipedia.org/wiki/XSET,Fortnite teams,False,,
Halo 2,https://en.wikipedia.org/wiki/Halo_2,Halo (franchise) games,False,,
Halo 3,https://en.wikipedia.org/wiki/Halo_3,Halo (franchise) games,False,,
Halo 4,https://en.wikipedia.org/wiki/Halo_4,Halo (franchise) games,False,,
Halo 5: Guardians,https://en.wikipedia.org/wiki/Halo_5%3A_Guardians,Halo (franchise) games,False,,
Halo 2600,https://en.wikipedia.org/wiki/Halo_2600,Halo (franchise) games,False,,
Halo: Combat Evolved,https://en.wikipedia.org/wiki/Halo%3A_Combat_Evolved,Halo (franchise) games,False,,
Halo: Combat Evolved Anniversary,https://en.wikipedia.org/wiki/Halo%3A_Combat_Evolved_Anniversary,Halo (franchise) games,False,,
Halo: Campaign Evolved,https://en.wikipedia.org/wiki/Halo%3A_Campaign_Evolved,Halo (franchise) games,False,,
Halo Infinite,https://en.wikipedia.org/wiki/Halo_Infinite,Halo (franchise) games,False,,
Installation 01,https://en.wikipedia.org/wiki/Installation_01,Halo (franchise) games,False,,
Halo: The Master Chief Collection,https://en.wikipedia.org/wiki/Halo%3A_The_Master_Chief_Collection,Halo (franchise) games,False,,
Unreleased Halo games,https://en.wikipedia.org/wiki/Unreleased_Halo_games,Halo (franchise) games,False,,
Halo 3: ODST,https://en.wikipedia.org/wiki/Halo_3%3A_ODST,Halo (franchise) spinoff games,False,,
Halo Online,https://en.wikipedia.org/wiki/Halo_Online,Halo (franchise) spinoff games,False,,
Halo: Reach,https://en.wikipedia.org/wiki/Halo%3A_Reach,Halo (franchise) spinoff games,False,,
Halo: Spartan Assault,https://en.wikipedia.org/wiki/Halo%3A_Spartan_Assault,Halo (franchise) spinoff games,False,,
Halo: Spartan Strike,https://en.wikipedia.org/wiki/Halo%3A_Spartan_Strike,Halo (franchise) spinoff games,False,,
Halo Wars,https://en.wikipedia.org/wiki/Halo_Wars,Halo (franchise) spinoff games,False,,
Halo Wars 2,https://en.wikipedia.org/wiki/Halo_Wars_2,Halo (franchise) spinoff games,False,,
Cherry Bomb (Plants vs. Zombies),https://en.wikipedia.org/wiki/Cherry_Bomb_%28Plants_vs._Zombies%29,Plants vs. Zombies character redirects to lists,False,,
Chomper (Plants vs. Zombies),https://en.wikipedia.org/wiki/Chomper_%28Plants_vs._Zombies%29,Plants vs. Zombies character redirects to lists,False,,
Crazy Dave,https://en.wikipedia.org/wiki/Crazy_Dave,Plants vs. Zombies character redirects to lists,False,,
Doom-shroom,https://en.wikipedia.org/wiki/Doom-shroom,Plants vs. Zombies character redirects to lists,False,,
Dr. Zomboss,https://en.wikipedia.org/wiki/Dr._Zomboss,Plants vs. Zombies character redirects to lists,False,,
Fume-shroom,https://en.wikipedia.org/wiki/Fume-shroom,Plants vs. Zombies character redirects to lists,False,,
Grave Buster,https://en.wikipedia.org/wiki/Grave_Buster,Plants vs. Zombies character redirects to lists,False,,
Hypno-shroom,https://en.wikipedia.org/wiki/Hypno-shroom,Plants vs. Zombies character redirects to lists,False,,
Ice-shroom,https://en.wikipedia.org/wiki/Ice-shroom,Plants vs. Zombies character redirects to lists,False,,
Patrice Blazing,https://en.wikipedia.org/wiki/Patrice_Blazing,Plants vs. Zombies character redirects to lists,False,,
Peashooter (Plants vs. Zombies),https://en.wikipedia.org/wiki/Peashooter_%28Plants_vs._Zombies%29,Plants vs. Zombies character redirects to lists,False,,
Potato Mine,https://en.wikipedia.org/wiki/Potato_Mine,Plants vs. Zombies character redirects to lists,False,,
Puff-shroom,https://en.wikipedia.org/wiki/Puff-shroom,Plants vs. Zombies character redirects to lists,False,,
Repeater (Plants vs. Zombies),https://en.wikipedia.org/wiki/Repeater_%28Plants_vs._Zombies%29,Plants vs. Zombies character redirects to lists,False,,
Scaredy-shroom,https://en.wikipedia.org/wiki/Scaredy-shroom,Plants vs. Zombies character redirects to lists,False,,
Snow Pea (Plants vs. Zombies),https://en.wikipedia.org/wiki/Snow_Pea_%28Plants_vs._Zombies%29,Plants vs. Zombies character redirects to lists,False,,
Sun-shroom,https://en.wikipedia.org/wiki/Sun-shroom,Plants vs. Zombies character redirects to lists,False,,
Sunflower (Plants vs. Zombies),https://en.wikipedia.org/wiki/Sunflower_%28Plants_vs._Zombies%29,Plants vs. Zombies character redirects to lists,False,,
Tall-nut,https://en.wikipedia.org/wiki/Tall-nut,Plants vs. Zombies character redirects to lists,False,,
Torchwood (Plants vs. Zombies),https://en.wikipedia.org/wiki/Torchwood_%28Plants_vs._Zombies%29,Plants vs. Zombies character redirects to lists,False,,
Wall-nut (Plants vs. Zombies),https://en.wikipedia.org/wiki/Wall-nut_%28Plants_vs._Zombies%29,Plants vs. Zombies character redirects to lists,False,,
The Walking Dead (video game series),https://en.wikipedia.org/wiki/The_Walking_Dead_%28video_game_series%29,The Walking Dead video games,False,,
The Walking Dead (video game),https://en.wikipedia.org/wiki/The_Walking_Dead_%28video_game%29,Video games about cannibalism; The Walking Dead video games,False,,
The Walking Dead: Michonne,https://en.wikipedia.org/wiki/The_Walking_Dead%3A_Michonne,The Walking Dead video games,False,,
The Walking Dead: A New Frontier,https://en.wikipedia.org/wiki/The_Walking_Dead%3A_A_New_Frontier,The Walking Dead video games,False,,
The Walking Dead: Road to Survival,https://en.wikipedia.org/wiki/The_Walking_Dead%3A_Road_to_Survival,The Walking Dead video games,False,,
The Walking Dead: Season Two,https://en.wikipedia.org/wiki/The_Walking_Dead%3A_Season_Two,The Walking Dead video games,False,,
The Walking Dead: Survival Instinct,https://en.wikipedia.org/wiki/The_Walking_Dead%3A_Survival_Instinct,The Walking Dead video games,False,,
The Walking Dead: No Man's Land,https://en.wikipedia.org/wiki/The_Walking_Dead%3A_No_Man%27s_Land,The Walking Dead video games,False,,
The Walking Dead: Survivors,https://en.wikipedia.org/wiki/The_Walking_Dead%3A_Survivors,The Walking Dead video games,False,,
Altered Beast,https://en.wikipedia.org/wiki/Altered_Beast,Werewolf video games,False,,
Altered Beast (2005 video game),https://en.wikipedia.org/wiki/Altered_Beast_%282005_video_game%29,Werewolf video games,False,,
Darkstone,https://en.wikipedia.org/wiki/Darkstone,Werewolf video games,False,,
Discworld Noir,https://en.wikipedia.org/wiki/Discworld_Noir,Werewolf video games,False,,
The Elder Scrolls III: Bloodmoon,https://en.wikipedia.org/wiki/The_Elder_Scrolls_III%3A_Bloodmoon,Werewolf video games,False,,
Gekkō no Carnevale,https://en.wikipedia.org/wiki/Gekk%C5%8D_no_Carnevale,Werewolf video games,False,,
Inner Worlds (video game),https://en.wikipedia.org/wiki/Inner_Worlds_%28video_game%29,Werewolf video games,False,,
Lego Harry Potter: Years 1–4,https://en.wikipedia.org/wiki/Lego_Harry_Potter%3A_Years_1%E2%80%934,Werewolf video games,False,,
Lego Harry Potter: Years 5–7,https://en.wikipedia.org/wiki/Lego_Harry_Potter%3A_Years_5%E2%80%937,Werewolf video games,False,,
The Liar Princess and the Blind Prince,https://en.wikipedia.org/wiki/The_Liar_Princess_and_the_Blind_Prince,Werewolf video games,False,,
Mystik Belle,https://en.wikipedia.org/wiki/Mystik_Belle,Werewolf video games,False,,
The Order: 1886,https://en.wikipedia.org/wiki/The_Order%3A_1886,Werewolf video games,False,,
Rampage (1986 video game),https://en.wikipedia.org/wiki/Rampage_%281986_video_game%29,Werewolf video games,True,control+female_term,"up to three players control a trio of humans transformed into giant animalistic monsters due to various experiment-related accidents: george, a scientist who turned into a king kong -like gorilla due to the influence of experimental vitamins; lizzie, a woman who turned into a godzilla -like reptile after swimming in a lake contaminated with radioactive waste ; and ralph, who turned into a gigantic werewolf after unwisely eating a hot dog with an unknown food additive"
Rampage 2: Universal Tour,https://en.wikipedia.org/wiki/Rampage_2%3A_Universal_Tour,Werewolf video games,False,,
Rampage World Tour,https://en.wikipedia.org/wiki/Rampage_World_Tour,Werewolf video games,False,,
Sang-Froid: Tales of Werewolves,https://en.wikipedia.org/wiki/Sang-Froid%3A_Tales_of_Werewolves,Werewolf video games,False,,
